outcome,city,city_key,gii_group,region,gini,population_fraction,activity_fraction
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5100297176820208,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.512630014858841,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5148588410104011,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5174591381872214,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5200594353640416,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5222882615156018,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.524888558692422,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5274888558692422,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5297176820208024,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5323179791976226,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5349182763744428,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.537147102526003,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5397473997028231,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5423476968796433,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5445765230312035,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5471768202080238,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.549777117384844,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5520059435364042,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5546062407132244,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5572065378900446,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5594353640416048,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.562035661218425,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5646359583952452,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5668647845468053,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5694650817236255,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5720653789004457,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5742942050520059,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5768945022288261,3.7394199503424193e-06
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5794947994056464,1.740534157843375e-05
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5817236255572066,3.556065089814517e-05
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5843239227340268,6.147655037243038e-05
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.586924219910847,9.458174113310888e-05
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5891530460624071,0.00013241870442582895
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5917533432392273,0.00018925950979736402
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5943536404160475,0.00025998537509672496
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5965824665676077,0.0003318316229765265
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.5991827637444279,0.0004305836502400173
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6017830609212481,0.0005433302454743535
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6040118870728083,0.0006502292312286397
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6066121842496285,0.0008001225856916567
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6092124814264487,0.0009615732567107958
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.611441307578009,0.0011052940156575505
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6140416047548292,0.0012833552898995403
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6166419019316494,0.0014734458271166233
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6188707280832095,0.0016394262968711848
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6214710252600297,0.0018330701782515064
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6240713224368499,0.00202955902495628
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6263001485884101,0.002210476652737601
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6289004457652303,0.002428981662299563
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6315007429420505,0.00265487897817986
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6337295690936107,0.002859630946693636
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6363298662704309,0.0031066480751809024
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6389301634472511,0.003367029605913974
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6411589895988113,0.003603396647648499
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6437592867756315,0.003893478764542843
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6463595839524517,0.004195006286097056
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6485884101040119,0.004468711196667057
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6511887072808321,0.004802668482453761
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6537890044576523,0.005144858601596954
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6560178306092125,0.005444824175821828
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6586181277860327,0.005798924810204709
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6612184249628529,0.00616174821005532
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.663447251114413,0.006477792885458489
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6660475482912332,0.006855908731079807
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6686478454680534,0.007250357041499087
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6708766716196136,0.007601795770672461
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6734769687964339,0.008018968894591014
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6760772659732541,0.00844542414279163
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6783060921248143,0.008819034238869006
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6809063893016345,0.009256936574405874
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6835066864784547,0.00971606003174112
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6857355126300149,0.010122354000577804
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6883358098068351,0.010614121692650285
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6909361069836553,0.011122729698235146
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6931649331352154,0.011572388648604602
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6957652303120356,0.012123523892899803
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.6983655274888558,0.012697308348662999
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.700594353640416,0.013198753986020991
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.7031946508172363,0.013794841326025297
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.7057949479940565,0.014406241389821205
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.7080237741456167,0.014955304215094186
